month,day,FFMC,DMC,DC,ISI,Temperature,RH,wind,rain,outcome
8,2,91.6,181.3,613,7.6,24.3,33,3.6,0,0
8,2,93.7,231.1,715.1,8.4,25.9,32,3.1,0,0
6,2,93.3,49.5,297.7,14,28,34,4.5,0,0
6,2,93.3,49.5,297.7,14,28,34,4.5,0,0
9,2,91.1,88.2,731.7,8.3,22.8,46,4,0,0
8,2,94.8,227,706.7,12,25,36,4,0,0
8,2,90.7,194.1,643,6.8,21.3,41,3.6,0,0
9,2,87.9,84.8,725.1,3.7,21.8,34,2.2,0,0
8,2,94.6,212.1,680.9,9.5,27.9,27,2.2,0,1
9,2,87.1,291.3,860.6,4,17,67,4.9,0,1
2,2,84.7,8.2,55,2.9,14.2,46,4,0,0
9,2,90.3,290,855.3,7.4,19.9,44,3.1,0,0
7,2,92.3,96.2,450.2,12.1,23.4,31,5.4,0,1
2,2,84.1,7.3,52.8,2.7,14.7,42,2.7,0,1
2,2,84.6,3.2,43.6,3.3,8.2,53,9.4,0,1
7,2,92.3,92.1,442.1,9.8,22.8,27,4.5,0,0
8,2,93.7,231.1,715.1,8.4,26.4,33,3.6,0,0
8,2,93.6,235.1,723.1,10.1,24.1,50,4,0,0
8,2,94.8,222.4,698.6,13.9,27.5,27,4.9,0,0
7,2,92.7,164.1,575.8,8.9,26.3,39,3.1,0,0
3,2,93.4,17.3,28.3,9.9,13.8,24,5.8,0,0
8,2,92,203.2,664.5,8.1,24.9,42,5.4,0,0
8,2,91.6,181.3,613,7.6,24.8,36,4,0,0
8,2,91.7,191.4,635.9,7.8,26.2,36,4.5,0,1
8,2,95.2,217.7,690,18,30.8,19,4.5,0,0
7,3,88.9,263.1,795.9,5.2,29.3,27,3.6,0,0
9,3,91.2,94.3,744.4,8.4,22.3,48,4,0,1
8,3,93.7,231.1,715.1,8.4,26.9,31,3.6,0,1
8,3,91.6,248.4,753.8,6.3,20.4,56,2.2,0,1
8,3,91.6,248.4,753.8,6.3,20.4,56,2.2,0,1
8,3,92.1,207,672.6,8.2,27.9,33,2.2,0,1
8,3,94.8,222.4,698.6,13.9,26.2,34,5.8,0,1
8,3,91.6,181.3,613,7.6,24.6,44,4,0,0
9,3,89.7,287.2,849.3,6.8,19.4,45,3.6,0,0
8,3,92.1,178,605.3,9.6,23.3,40,4,0,1
8,3,94.8,222.4,698.6,13.9,23.9,38,6.7,0,1
8,3,93.6,235.1,723.1,10.1,20.9,66,4.9,0,1
8,3,90.6,269.8,811.2,5.5,22.2,45,3.6,0,1
7,3,90.8,84.7,376.6,5.6,23.8,51,1.8,0,1
8,3,92.1,207,672.6,8.2,26.8,35,1.3,0,1
8,3,89.4,253.6,768.4,9.7,14.2,73,2.7,0,1
8,3,93.7,231.1,715.1,8.4,23.6,53,4,0,1
9,3,91.1,91.3,738.1,7.2,19.1,46,2.2,0,0
9,3,90.3,290,855.3,7.4,16.2,58,3.6,0,0
8,3,92.1,207,672.6,8.2,25.5,29,1.8,0,1
4,3,87.9,24.9,41.6,3.7,10.9,64,3.1,0,1
7,3,90.7,80.9,368.3,16.8,14.8,78,8,0,1
9,3,90.3,290,855.3,7.4,16.2,58,3.6,0,1
8,3,94,47.9,100.7,10.7,17.3,80,4.5,0,1
8,3,92,203.2,664.5,8.1,19.1,70,2.2,0,1
3,3,93.4,17.3,28.3,9.9,8.9,35,8,0,1
9,3,89.7,284.9,844,10.1,10.5,77,4,0,1
8,3,91.6,181.3,613,7.6,19.3,61,4.9,0,1
8,3,95.2,217.7,690,18,23.4,49,5.4,0,1
8,3,90.5,196.8,649.9,16.3,11.8,88,4.9,0,1
8,3,91.5,238.2,730.6,7.5,17.7,65,4,0,0
8,3,89.4,266.2,803.3,5.6,17.4,54,3.1,0,0
8,3,91.6,248.4,753.8,6.3,16.8,56,3.1,0,0
7,3,94.6,160,567.2,16.7,17.9,48,2.7,0,0
8,3,91.6,248.4,753.8,6.3,16.6,59,2.7,0,1
8,3,91.7,191.4,635.9,7.8,19.9,50,4,0,1
8,3,93.7,231.1,715.1,8.4,18.9,64,4.9,0,1
8,3,91.6,273.8,819.1,7.7,15.5,72,8,0,1
8,3,93.7,231.1,715.1,8.4,18.9,64,4.9,0,0
8,3,93.7,231.1,715.1,8.4,18.9,64,4.9,0,1
9,3,91,276.3,825.1,7.1,14.5,76,7.6,0,1
2,3,75.1,4.4,16.2,1.9,4.6,82,6.3,0,1
2,3,75.1,4.4,16.2,1.9,5.1,77,5.4,0,1
2,3,79.5,3.6,15.3,1.8,4.6,59,0.9,0,0
3,3,87.2,15.1,36.9,7.1,10.2,45,5.8,0,0
3,3,90.2,18.5,41.1,7.3,11.2,41,5.4,0,1
3,3,91.3,20.6,43.5,8.5,13.3,27,3.6,0,1
4,3,91,14.6,25.6,12.3,13.7,33,9.4,0,1
4,3,91,14.6,25.6,12.3,17.6,27,5.8,0,1
5,3,89.6,25.4,73.7,5.7,18,40,4,0,1
6,3,88.2,96.2,229,4.7,14.3,79,4,0,1
6,3,90.5,61.1,252.6,9.4,24.5,50,3.1,0,1
6,3,93,103.8,316.7,10.8,26.4,35,2.7,0,1
6,3,93.7,121.7,350.2,18,22.7,40,9.4,0,1
7,3,93.5,85.3,395,9.9,27.2,28,1.3,0,1
7,3,93.7,101.3,423.4,14.7,26.1,45,4,0,1
7,3,93.7,101.3,423.4,14.7,18.2,82,4.5,0,1
7,3,89.2,103.9,431.6,6.4,22.6,57,4.9,0,1
7,3,93.2,114.4,560,9.5,30.2,25,4.5,0,1
7,3,93.2,114.4,560,9.5,30.2,22,4.9,0,1
8,3,94.9,130.3,587.1,14.1,23.4,40,5.8,0,1
8,3,94.9,130.3,587.1,14.1,31,27,5.4,0,1
8,3,94.9,130.3,587.1,14.1,33.1,25,4,0,1
8,3,95,135.5,596.3,21.3,30.6,28,3.6,0,1
8,3,95.1,141.3,605.8,17.7,24.1,43,6.3,0,1
8,3,95.1,141.3,605.8,17.7,26.4,34,3.6,0,0
8,3,95.1,141.3,605.8,17.7,19.4,71,7.6,0,1
8,3,95.1,141.3,605.8,17.7,20.6,58,1.3,0,1
8,3,95.1,141.3,605.8,17.7,28.7,33,4,0,1
8,3,95.8,152,624.1,13.8,32.4,21,4.5,0,0
8,3,95.9,158,633.6,11.3,32.4,27,2.2,0,0
8,3,95.9,158,633.6,11.3,27.5,29,4.5,0,1
8,3,96,164,643,14,30.8,30,4.9,0,0
8,3,96.2,175.5,661.8,16.8,23.9,42,2.2,0,0
8,3,96.2,175.5,661.8,16.8,32.6,26,3.1,0,0
8,3,96.1,181.1,671.2,14.3,32.3,27,2.2,0,1
8,3,96.1,181.1,671.2,14.3,33.3,26,2.7,0,1
8,3,96.1,181.1,671.2,14.3,27.3,63,4.9,6.4,1
8,3,96.1,181.1,671.2,14.3,21.6,65,4.9,0.8,0
8,3,96.1,181.1,671.2,14.3,21.6,65,4.9,0.8,0
8,3,96.1,181.1,671.2,14.3,20.7,69,4.9,0.4,1
8,3,94.5,139.4,689.1,20,29.2,30,4.9,0,1
8,3,94.5,139.4,689.1,20,28.9,29,4.9,0,1
8,3,91,163.2,744.4,10.1,26.7,35,1.8,0,1
8,3,91,166.9,752.6,7.1,18.5,73,8.5,0,1
8,3,91,166.9,752.6,7.1,25.9,41,3.6,0,1
8,3,91,166.9,752.6,7.1,25.9,41,3.6,0,1
8,3,91,166.9,752.6,7.1,21.1,71,7.6,1.4,1
8,3,91,166.9,752.6,7.1,18.2,62,5.4,0,0
8,3,81.6,56.7,665.6,1.9,27.8,35,2.7,0,1
8,3,81.6,56.7,665.6,1.9,27.8,32,2.7,0,1
8,3,81.6,56.7,665.6,1.9,21.9,71,5.8,0,1
8,3,81.6,56.7,665.6,1.9,21.2,70,6.7,0,0
8,3,94.4,146,614.7,11.3,25.6,42,4,0,0
11,3,79.5,3,106.7,1.1,11.8,31,4.5,0,1
9,3,91.6,108.4,764,6.2,22.7,35,2.2,0,0
9,3,91.6,108.4,764,6.2,20.4,41,1.8,0,0
9,3,91.6,108.4,764,6.2,19.3,44,2.2,0,0
9,3,91.9,111.7,770.3,6.5,15.7,51,2.2,0,0
9,3,91.5,130.1,807.1,7.5,20.6,37,1.8,0,0
9,3,91.5,130.1,807.1,7.5,15.9,51,4.5,0,0
9,3,91.5,130.1,807.1,7.5,12.2,66,4.9,0,0
9,2,91.5,130.1,807.1,7.5,16.8,43,3.1,0,0
8,3,91,166.9,752.6,7.1,21.1,71,7.6,1.4,0
8,3,91,166.9,752.6,7.1,18.2,62,5.4,0,1
8,3,81.6,56.7,665.6,1.9,27.8,35,2.7,0,1
8,3,81.6,56.7,665.6,1.9,27.8,32,2.7,0,1
8,3,81.6,56.7,665.6,1.9,21.9,71,5.8,0,0
2,1,65.7,3.4,7.6,1.3,29,57,0.9,0,0
3,1,64.4,4.1,7.6,1,29,61,5.8,1.3,1
3,1,47.1,2.5,7.1,0.3,26,82,5.4,13.1,1
3,2,28.6,1.3,6.9,0,25,89,3.6,2.5,0
4,2,64.8,3,14.2,1.2,27,77,9.4,0,0
4,2,82.6,5.8,22.2,3.1,31,67,5.8,0,0
5,3,88.2,9.9,30.5,6.4,33,54,4,0,0
6,3,86.6,12.1,38.3,5.6,30,73,4,0,0
6,3,52.9,7.9,38.8,0.4,25,88,3.1,0.2,0
6,1,73.2,9.5,46.3,1.3,28,79,2.7,0,0
6,5,84.5,12.5,54.3,4,31,65,9.4,0,0
7,6,84,13.8,61.4,4.8,26,81,1.3,0,1
7,6,50,6.7,17,0.5,27,84,4,1.2,0
7,4,59,4.6,7.8,1,30,78,4.5,0.5,1
7,7,49.4,3,7.4,0.4,28,80,4.9,3.1,1
7,3,36.1,1.7,7.6,0,29,89,4.5,0.7,1
7,7,37.3,1.1,7.8,0,30,89,4.9,0.6,1
8,7,56.9,1.9,8,0.7,31,78,5.8,0.3,1
8,7,79.9,4.5,16,2.5,31,55,5.4,0.1,1
8,3,59.8,3.4,27.1,0.9,30,80,4,0.4,0
8,3,81,6.3,31.6,2.6,30,78,3.6,0,1
8,5,79.1,7,39.5,2.4,31,67,6.3,0.1,0
8,6,81.4,8.2,47.7,3.3,32,62,3.6,0.1,0
11,6,85.9,11.2,55.8,5.6,32,66,7.6,0,0
12,3,86.7,14.2,63.8,5.7,31,64,1.3,0,0
9,3,86.8,17.8,71.8,6.7,31,64,4,0,1
8,3,89,21.6,80.3,9.2,34,53,4.5,0,1
3,7,89.1,25.5,88.5,7.6,32,55,2.2,0,0
11,2,79.9,18.4,84.4,2.2,32,47,4.5,0.3,1
5,2,88.7,22.9,92.8,7.2,33,50,4.9,0,0
2,7,59.9,2.5,8.6,1.1,29,68,2.2,1,0
4,7,55.7,2.4,8.3,0.8,27,75,3.1,1.2,0
11,2,63.1,2.6,9.2,1.3,32,76,2.2,0.7,0
6,7,80.1,4.6,18.5,2.7,33,78,2.7,0,0
7,7,85.9,7.6,27.9,4.8,33,66,4.9,0,0
7,7,87,10.9,37,5.6,32,63,4.9,0,0
7,7,80,9.7,40.4,2.8,35,64,4.9,0.2,0
8,1,85.6,12.5,49.8,6,33,68,4.9,0,1
8,7,66.6,7.7,9.2,1.1,32,68,4.9,1.4,1
8,7,66.6,6,9.3,1.1,33,69,4.9,0.7,1
8,7,81.1,8.1,18.7,2.6,33,76,1.8,0,1
8,3,75.1,7.9,27.7,1.5,31,75,8.5,0.1,1
8,5,81.8,9.7,37.2,3,34,81,3.6,0,0
11,5,73.9,7.8,22.9,1.4,34,61,3.6,0.6,0
12,6,60.7,5.2,17,1.1,30,80,7.6,0.4,0
9,6,72.6,7,25.5,0.7,28,76,5.4,0,1
8,6,82.8,9.4,34.1,3.2,29,70,2.7,0,1
3,7,85.4,12.1,43.1,4.6,31,68,2.7,0,1
11,7,88.1,12,52.8,7.7,35,59,5.8,0,1
5,3,81.4,12.3,62.1,2.8,33,65,6.7,0.1,1
2,7,85.4,18.5,71.5,5.2,33,70,4,0,1
4,3,73.4,16.4,79.9,1.8,28,79,4.5,0.1,1
11,3,68.2,10.5,71.3,1.8,27,66,2.2,0.4,0
6,2,70,9.6,79.7,1.4,28,78,1.8,0.1,0
7,2,84.3,12.5,88.7,4.8,31,65,2.2,0,0
7,2,89.2,17.1,98.6,10,36,53,2.2,0,1
7,2,90.3,22.2,108.5,8.7,36,48,1.8,0,1
8,1,86.5,24.4,117.8,5.6,33,76,4.5,0,1
8,1,86.6,26.7,127,5.6,32,73,4.9,0,1
8,4,85.4,28.5,136,4.7,31,79,3.1,0,0
8,4,87.2,31.9,145.7,6.8,35,64,7.6,0,1
8,3,78.8,4.8,10.2,2,36,45,5.4,0,1
8,5,78,5.8,10,1.7,35,55,2.7,0.4,1
11,5,76.6,5.7,10,1.7,35,63,2.7,0.3,0
12,5,85,8.2,19.8,4,34,69,5.8,0,1
9,6,86.8,11.1,29.7,5.2,34,65,0.9,0,1
8,6,86.4,13,39.1,5.2,32,75,5.8,0,1
3,7,86.5,15.5,48.6,5.5,32,69,5.4,0,1
11,5,77.1,11.3,47,2.2,32,60,3.6,0.3,1
5,5,87.4,14.8,57,6.9,35,59,9.4,0,1
2,5,88.9,18.6,67,7.4,35,55,5.8,0,1
4,4,88.9,21.7,77,7.1,35,63,4,0,1
11,3,81.3,15.6,75.1,2.5,35,51,4,0.3,1
6,3,87,19,85.1,5.9,35,63,3.1,0,1
7,2,87,21.7,94.7,5.7,33,66,2.7,0,1
7,2,82.4,15.6,92.5,3.7,36,55,9.4,0.3,1
7,3,80.2,11.7,90.4,2.8,36,61,1.3,0.3,1
8,3,89.3,16,100.7,9.7,37,52,4,0,1
8,4,89.4,20,110.9,9.7,36,54,4.5,0,1
8,5,89.4,23.2,120.9,9.7,35,62,4.9,0,1
8,6,88.3,25.9,130.6,8.8,35,68,4.5,0,1
8,6,88.6,29.6,141.1,9.2,36,58,4.9,0,0
8,5,89.1,33.5,151.3,9.9,36,55,5.8,0,0
11,5,89.5,37.6,161.5,10.4,36,53,5.4,0,0
12,4,88.9,40.5,171.3,9,34,64,4,0,0
9,3,88.9,43.9,181.3,8.2,35,60,3.6,0,0
8,3,85.8,45.6,190.6,4.7,31,78,6.3,0,0
3,2,84.9,47,200.2,4.4,33,82,3.6,0,1
11,2,89.4,50.2,210.4,7.3,34,64,7.6,0,0
5,3,90.1,54.2,220.4,12.5,35,48,1.3,0,0
2,4,72.7,25.2,180.4,1.7,35,70,4,0.8,0
4,5,52.5,8.7,8.7,0.6,28,80,4.5,16.8,0
11,6,46,1.3,7.5,0.2,25,76,2.2,7.2,0
6,7,30.5,0.7,7,0,22,86,4.5,10.1,0
7,7,42.6,1.2,7.5,0.1,25,78,4.9,3.8,0
6,7,68.4,1.9,15.7,1.4,29,73,2.2,0.1,0
5,5,80.8,3.4,24,2.8,29,75,3.1,0,0
9,5,75.8,3.6,32.2,2.1,29,74,2.2,0.1,0
9,5,69.6,3.2,30.1,1.5,31,71,2.7,0.3,0
9,4,62,2.6,8.4,1.1,30,73,4.9,0.9,1
9,4,56.1,2.1,8.4,0.7,30,77,4.9,1,1
9,3,59.9,2.2,8.9,0.7,33,73,4.9,1.8,1
9,3,58.5,1.9,8.4,1.1,30,77,4.9,1.8,1
9,2,71,2.6,16.6,1.2,29,88,4.9,0,1
9,2,40.9,1.3,7.5,0.1,25,86,4.9,4.6,0
9,1,47.4,1.1,7,0.4,22,76,1.8,8.3,0
9,5,44.9,0.9,7.3,0.2,24,82,8.5,0.4,0
9,5,78.1,3.2,15.7,1.9,30,65,3.6,0,0
9,6,87.7,6.4,24.3,6.2,31,52,3.6,0,0
9,4,89.4,9.8,33.1,6.8,32,49,7.6,0,1
9,3,89.3,12.5,41.3,7.8,29,57,5.4,0,0
9,3,83.8,13.5,49.3,4.5,28,84,2.7,0,0
9,5,87.8,16.5,57.9,5.4,31,55,2.7,0,0
11,6,77.8,10.6,41.4,2.4,31,50,5.8,0.6,0
5,7,73.7,7.9,30.4,1.2,32,54,6.7,0.5,0
2,3,68.3,5.5,15.2,1.5,29,65,4,0.6,0
4,3,48.6,3,7.7,0.4,26,81,4.5,5.8,0
11,4,82,6,16.3,2.5,31,54,2.2,0,0
6,5,85.7,8.3,24.9,4,31,66,1.8,0,1
7,5,77.5,7.1,8.8,1.8,32,47,2.2,0.7,1
7,2,47.4,2.9,7.7,0.3,26,80,2.2,1.8,0
7,6,45,1.9,7.5,0.2,25,78,1.8,1.4,0
8,6,57.1,2.5,8.2,0.6,32,71,4.5,0.7,1
8,2,55.7,2.7,7.8,0.6,30,73,4.9,4,1
8,2,48.7,2.2,7.6,0.3,29,80,3.1,2,1
8,2,79.4,5.2,15.4,2.2,30,64,7.6,0,0
8,2,77.1,6,17.6,1.8,32,60,5.4,0.2,0
8,2,83.7,8.4,26.3,3.1,35,54,2.7,0.1,0
11,3,85.6,9.9,28.9,5.4,35,44,2.7,0.2,0
12,3,71.4,7.7,7.4,1.5,28,51,5.8,1.3,0
9,3,78.1,8.5,14.7,2.4,27,59,0.9,0.1,0
8,3,89.4,13.3,22.5,8.4,30,41,5.8,0,0
11,4,90.6,18.2,30.5,13.4,31,42,5.4,0,0
5,4,88.9,21.3,37.8,8.7,27,58,3.6,0,1
2,3,72.3,11.4,7.8,1.4,30,52,9.4,2,0
4,3,53.4,6.4,7.3,0.5,27,79,5.8,0.7,0
11,2,66.8,7.2,14.7,1.2,28,90,4,0,1
6,1,47.4,4.2,8,0.2,29,87,4,0.4,1
7,2,62.2,3.9,8,1.1,31,69,3.1,4.7,1
7,2,65.5,4.6,8.3,0.9,33,62,2.7,8.7,1
7,2,64.6,4.4,8.2,1,32,67,9.4,4.5,1
8,2,60.2,3.8,8,0.8,31,72,1.3,0.2,1
8,2,86.2,8.3,18.4,5,32,55,4,0,0
8,2,78.3,8.1,8.3,1.9,33,46,4.5,1.1,0
8,4,74.2,7,8.3,1.6,33,59,4.9,0.8,1
8,4,85.3,10,17,4.9,35,68,4.5,0,1
8,5,86,12.8,25.6,5.4,34,70,4.9,0,1
11,6,87.8,16.5,34.5,7,36,62,5.8,0,1
12,6,89.1,20.9,43.3,8,36,55,5.4,0,1
9,6,92.5,27.2,52.4,11.7,37,37,4,0,1
8,7,86.2,17.9,36.7,4.8,37,36,3.6,0.6,1
11,7,79.7,12,8.5,2.2,34,42,6.3,1.7,1
5,7,63.7,3.2,8.5,1.2,28,58,3.6,2.2,0
2,4,87.6,7.9,17.8,6.8,33,48,7.6,0,0
4,4,84.7,9.7,27.3,4.7,34,56,1.3,0.1,1
11,4,88,13.6,36.8,8,34,58,4,0,1
6,3,90.5,18.7,46.4,11.3,34,45,4.5,0,1
7,3,84.7,15.5,45.1,4.3,35,42,2.2,0.3,1
7,4,85,13,35.4,4.1,38,43,4.5,0.5,1
7,4,80.8,9.8,9.7,3.1,35,47,4.9,6,1
8,4,82.3,9.4,9.9,3.2,36,43,2.2,1.9,1
8,5,77.5,8,9.5,2,34,51,3.1,3.8,1
8,4,74.8,7.1,9.5,1.6,34,56,2.2,2.9,1
8,3,90.1,12.6,19.4,8.3,36,44,2.7,0,1
8,3,85.2,11.3,10.4,4.2,39,45,4.9,0.6,1
8,3,90.5,18,24.1,10.9,34,45,4.9,0,0
11,3,84.5,19.4,33.1,4.7,31,83,4.9,0,0
12,2,84.6,21.1,42.3,4.7,32,81,4.9,0,0
9,2,86.1,23.9,51.6,5.2,33,68,4.9,0,0
8,2,88.1,27.8,61.1,7.3,34,58,4.9,0,1
11,2,89.9,32.7,71,9.5,36,50,1.8,0,1
5,2,93.9,39.6,80.6,18.5,36,29,8.5,0,1
2,2,91.5,44.2,90.1,13.2,32,48,3.6,0,1
4,3,87.3,46.6,99,6.9,31,71,3.6,0,0
11,2,72.8,20.9,56.6,1.6,33,63,7.6,1.1,1
6,2,73.8,11.7,15.9,1.1,39,64,5.4,1.2,1
7,2,78.3,10.8,19.7,1.6,35,58,2.7,0.2,1
7,2,80,11.8,28.3,2.8,29,87,2.7,0,1
7,3,87.5,15.7,37.6,6.7,33,57,5.8,0,0
8,4,88.1,19.5,47.2,7.4,34,59,6.7,0,0
8,4,88.9,23.8,57.1,8.2,36,56,4,0,1
8,4,89.3,28.3,67.2,8.3,37,55,4.5,0,1
8,4,78.3,4.4,10.5,2,38,52,2.2,0,1
8,4,93.3,10.8,21.4,13.8,40,34,1.8,0,1
8,4,93.7,17.1,32.1,17.2,39,33,2.2,0,1
11,5,93.8,23,42.7,15.7,38,35,2.2,0,1
12,5,88.3,23.6,52.5,19,34,42,1.8,0.1,1
9,5,70.5,11,9.1,1.3,30,54,4.5,3.1,1
8,5,69.7,7.2,9.8,1.2,34,63,4.9,2.9,1
11,6,87.4,11.2,20.2,5.2,37,56,3.1,0,1
5,6,91.7,16.5,30.9,9.6,39,43,7.6,0,1
2,6,89.3,15.8,35.4,8.2,39,39,5.4,0.2,1
4,6,94.2,22.5,46.3,16.6,40,31,2.7,0,1
11,4,93,18.4,41.5,15.5,39,21,2.7,0.4,1
6,4,88.3,16.9,45.1,7.5,35,34,5.8,0.2,1
7,3,91.9,22.3,55.5,10.8,37,40,0.9,0,1
7,3,83.9,16.9,54.2,3.5,35,46,5.8,0.3,1
7,2,92,22.6,65.1,9.5,40,41,5.4,0.1,1
8,1,96,30.3,76.4,15.7,42,24,3.6,0,1
8,2,94.3,35.9,86.8,16,37,37,9.4,0,1
8,2,82.7,32.7,96.8,3.3,35,66,5.8,0.1,0
8,4,83.7,34.4,107,3.8,36,81,4,0,1
8,4,86,36.9,117.1,5.1,36,71,4,0,1
8,5,89.5,41.1,127.5,8,37,53,3.1,0,1
11,5,91.2,46.1,137.7,11.5,36,43,2.7,0,0
12,4,92.1,51.3,147.7,12.2,35,38,9.4,0,0
9,4,92.1,56.3,157.5,14.3,34,40,1.3,0,1
8,5,92.2,61.3,167.2,13.1,33,37,4,0,0
11,5,91,65.9,177.3,10,36,54,4.5,0,0
5,2,79.2,37,166,2.1,35,56,4.9,0.4,0
2,4,80.2,20.7,149.2,2.7,35,53,4.5,0.5,1
4,4,89.2,24.8,159.1,8.1,34,49,4.9,0,1
11,3,89.1,27.8,168.2,9.8,30,59,5.8,0,1
6,2,37.9,0.9,8.2,0.1,29,86,5.4,0,0
7,2,75.4,2.9,16.3,2,28,67,4,0,0
7,2,82.2,4.4,24.3,3.3,28,75,3.6,0,1
7,1,73.5,4.1,26.6,1.5,30,66,6.3,0.2,1
8,2,66.1,4,8.4,1,30,58,3.6,4.1,1
8,2,64.5,3.3,9.1,1,34,71,7.6,6.5,1
8,4,83.3,5.8,17.7,3.8,31,62,1.3,0,1
8,4,82.5,6.6,26.1,3,30,88,4,0,1
8,5,83.1,7.9,34.5,3.5,30,80,4.5,0,1
8,5,59.5,4.7,8.2,0.8,29,74,2.2,1.1,1
11,4,79.2,6.5,16.6,2.1,30,73,4.5,0,0
12,4,84.2,8.3,25.2,3.8,31,72,4.9,0,1
9,5,88.6,11.5,33.4,9.1,29,49,2.2,0,1
8,5,84.6,12.6,41.5,4.3,28,81,3.1,0,1
11,2,88.7,16,50.2,6.9,32,51,2.2,0,0
5,4,93.9,21.2,59.2,14.2,33,26,2.7,0,0
2,4,92.5,25.2,63.3,11.2,34,44,4.9,0,1
4,3,90.6,25.8,77.8,9,36,33,4.9,0.1,0
11,2,83.9,24.9,86,2.7,29,41,4.9,0.1,0
6,2,79.5,18.7,88,2.1,34,58,4.9,0.2,0
7,2,92.2,23.6,97.3,13.8,35,34,4.9,0,0
7,4,88.9,26.1,106.3,7.1,33,64,4.9,0,1
7,4,89,29.4,115.6,7.5,35,56,1.8,0,1
8,2,61.3,11.9,28.1,0.6,26,49,8.5,2,0
8,2,79.9,13.8,36.1,2.4,28,70,3.6,0,0
8,1,85.4,16,44.5,4.5,30,65,3.6,0,1
8,1,41.1,6.5,8,0.1,28,87,7.6,4.4,0
8,3,45.9,3.5,7.9,0.4,27,87,5.4,0.5,0
8,7,79.7,4.3,15.2,1.7,24,54,2.7,0.1,0
11,6,67.3,3.8,16.5,1.2,24,64,2.7,0.2,0
